datetime,open,high,low,close,volume
2023-12-14 06:15:00,42879.83,42968.57,42871.44,42948.61,34.1835207
2023-12-14 06:20:00,42950.3,43121.9,42927.66,43109.24,154.82864611
2023-12-14 06:25:00,43110.83,43110.83,43020.03,43027.52,30.01096503
2023-12-14 06:30:00,43029.26,43042.33,42967.76,43001.17,25.94371322
2023-12-14 06:35:00,42998.07,43004.66,42950.17,42983.46,16.72166843
2023-12-14 06:40:00,42981.28,42997.19,42937.91,42950.14,14.54038001
2023-12-14 06:45:00,42949.4,42955.09,42873.11,42903.01,24.92286751
2023-12-14 06:50:00,42903.2,42974.88,42903.01,42955.69,16.74738231
2023-12-14 06:55:00,42955.66,42963.46,42893.69,42920.32,15.34029359
2023-12-14 07:00:00,42919.98,42961.45,42903.87,42906.6,10.7591209
2023-12-14 07:05:00,42907.8,42910.21,42830.25,42834.67,15.29350179
2023-12-14 07:10:00,42832.15,42856.67,42795.83,42832.86,23.46340628
2023-12-14 07:15:00,42830.51,42830.86,42770.0,42801.29,20.38825817
2023-12-14 07:20:00,42797.39,42856.73,42788.32,42854.7,27.31570344
2023-12-14 07:25:00,42854.7,42856.69,42794.08,42820.9,49.51142084
2023-12-14 07:30:00,42820.9,42862.2,42800.87,42851.0,17.49933639
2023-12-14 07:35:00,42851.12,42870.36,42826.01,42826.02,16.56970747
2023-12-14 07:40:00,42826.02,42859.17,42812.55,42825.74,15.62695454
2023-12-14 07:45:00,42825.74,42836.93,42786.12,42796.87,19.54605533
2023-12-14 07:50:00,42796.88,42894.82,42794.45,42870.4,8.25148981
2023-12-14 07:55:00,42870.4,42933.66,42870.4,42914.05,9.14556412
2023-12-14 08:00:00,42910.12,42933.63,42880.62,42891.21,10.89951209
2023-12-14 08:05:00,42886.57,42889.52,42842.66,42874.72,16.89097035
2023-12-14 08:10:00,42874.69,42966.71,42868.99,42965.63,20.56986135
2023-12-14 08:15:00,42965.4,43007.75,42944.92,42973.71,49.26884588
2023-12-14 08:20:00,42971.72,42985.51,42911.34,42976.41,21.18774
2023-12-14 08:25:00,42973.85,42980.48,42934.02,42971.91,13.23761859
2023-12-14 08:30:00,42972.85,42973.69,42945.74,42947.43,7.20632428
2023-12-14 08:35:00,42947.43,42950.26,42911.43,42939.27,6.63332358
2023-12-14 08:40:00,42939.51,42944.27,42883.1,42892.11,11.15638788
2023-12-14 08:45:00,42892.11,42894.47,42817.86,42835.82,17.55393011
2023-12-14 08:50:00,42837.19,42852.17,42778.97,42784.07,19.18744048
2023-12-14 08:55:00,42781.68,42829.27,42770.0,42770.92,18.13075636
2023-12-14 09:00:00,42772.05,42773.33,42693.14,42757.1,148.71400123
2023-12-14 09:05:00,42757.87,42839.66,42747.99,42795.31,41.00531931
2023-12-14 09:10:00,42795.31,42830.77,42779.74,42785.2,9.04760346
2023-12-14 09:15:00,42783.92,42794.83,42744.29,42765.76,27.96660477
2023-12-14 09:20:00,42762.06,42789.06,42755.0,42765.05,34.72932603
2023-12-14 09:25:00,42763.81,42798.6,42756.1,42785.72,21.16944066
2023-12-14 09:30:00,42785.96,42803.95,42784.18,42798.66,17.64768569
2023-12-14 09:35:00,42799.19,42858.3,42799.19,42841.22,27.18818762
2023-12-14 09:40:00,42845.87,42884.53,42841.44,42861.84,5.76447864
2023-12-14 09:45:00,42862.05,42862.05,42816.75,42837.41,11.69842697
2023-12-14 09:50:00,42835.49,42869.71,42831.58,42867.89,5.56873726
2023-12-14 09:55:00,42867.81,42930.68,42863.14,42893.33,78.29392049
2023-12-14 10:00:00,42890.28,42914.28,42874.15,42913.93,7.04186193
2023-12-14 10:05:00,42913.94,42933.96,42833.69,42841.57,15.49579122
2023-12-14 10:10:00,42843.35,42861.22,42820.62,42820.86,17.22022951
2023-12-14 10:15:00,42824.66,42854.53,42807.2,42807.2,16.9713919
2023-12-14 10:20:00,42806.48,42853.96,42791.94,42850.02,18.6003546
2023-12-14 10:25:00,42848.83,42921.95,42844.3,42908.93,15.66946688
2023-12-14 10:30:00,42911.17,42968.01,42866.4,42876.11,29.28190678
2023-12-14 10:35:00,42876.07,42930.42,42862.52,42909.73,20.6936092
2023-12-14 10:40:00,42910.83,42938.17,42892.83,42924.99,15.98711433
2023-12-14 10:45:00,42924.99,42965.68,42916.74,42952.64,9.19743839
2023-12-14 10:50:00,42952.64,42989.97,42952.64,42986.88,9.58008749
2023-12-14 10:55:00,42986.88,43027.44,42953.2,42975.89,24.85049619
2023-12-14 11:00:00,42971.15,42974.95,42925.09,42947.86,17.96939121
2023-12-14 11:05:00,42946.64,42946.64,42911.12,42919.54,23.88772884
2023-12-14 11:10:00,42918.37,43027.45,42899.22,43021.33,33.75063333
2023-12-14 11:15:00,43021.33,43082.58,43004.45,43005.08,50.59104099
2023-12-14 11:20:00,43007.98,43009.24,42979.91,42987.65,21.74977836
2023-12-14 11:25:00,42987.65,43021.6,42970.72,42995.55,32.49201084
2023-12-14 11:30:00,42999.02,43041.64,42962.67,43037.07,20.21609748
2023-12-14 11:35:00,43037.06,43313.78,43036.87,43286.67,129.34051539
2023-12-14 11:40:00,43286.67,43286.68,43180.93,43185.2,82.3770892
2023-12-14 11:45:00,43180.56,43271.04,43148.31,43154.8,41.09035183
2023-12-14 11:50:00,43156.83,43246.3,43145.47,43237.69,21.96887159
2023-12-14 11:55:00,43238.8,43276.68,43173.28,43270.68,46.51117011
2023-12-14 12:00:00,43270.7,43364.94,43225.38,43237.27,68.58882443
2023-12-14 12:05:00,43236.67,43236.67,43138.15,43175.62,31.24118156
2023-12-14 12:10:00,43174.42,43189.14,43103.61,43127.06,25.53817328
2023-12-14 12:15:00,43124.53,43155.43,43079.09,43115.32,40.98779041
2023-12-14 12:20:00,43116.56,43116.56,43040.88,43103.6,22.26028161
2023-12-14 12:25:00,43106.51,43133.79,43083.35,43091.98,21.86448847
2023-12-14 12:30:00,43094.91,43154.24,43086.31,43142.27,21.04933289
2023-12-14 12:35:00,43142.27,43228.34,43142.27,43190.05,27.15733071
2023-12-14 12:40:00,43190.05,43208.15,43170.23,43175.79,18.6549893
2023-12-14 12:45:00,43180.11,43226.73,43146.84,43195.15,34.19213516
2023-12-14 12:50:00,43196.81,43198.45,43075.0,43159.86,42.78433259
2023-12-14 12:55:00,43159.86,43167.06,43083.06,43102.02,56.04497367
2023-12-14 13:00:00,43102.09,43111.41,43021.19,43025.62,57.10067914
2023-12-14 13:05:00,43025.49,43025.59,42883.17,42883.17,92.63784776
2023-12-14 13:10:00,42882.49,42909.74,42805.99,42805.99,55.57825144
2023-12-14 13:15:00,42814.37,42920.59,42786.04,42889.94,110.81960102
2023-12-14 13:20:00,42891.52,42914.16,42863.13,42881.72,58.19209078
2023-12-14 13:25:00,42881.71,42893.92,42138.36,42440.08,471.661584
2023-12-14 13:30:00,42437.68,42525.08,41426.76,41956.4,1146.3275904
2023-12-14 13:35:00,41959.95,42339.29,41867.86,42228.26,238.24462646
2023-12-14 13:40:00,42233.1,42499.03,42114.32,42481.14,112.51130577
2023-12-14 13:45:00,42487.12,42547.83,42368.15,42411.11,132.96816402
2023-12-14 13:50:00,42406.6,42584.3,42324.79,42499.13,110.54536189
2023-12-14 13:55:00,42510.3,42632.24,42465.31,42570.66,55.97674941
2023-12-14 14:00:00,42570.56,42570.57,42365.71,42452.07,84.58458354
2023-12-14 14:05:00,42452.8,42550.16,42422.75,42443.98,63.81150254
2023-12-14 14:10:00,42438.23,42485.71,42370.13,42414.3,84.44467684
2023-12-14 14:15:00,42418.2,42559.66,42341.99,42517.37,174.7790531
2023-12-14 14:20:00,42517.37,42592.02,42488.99,42531.25,65.54738486
2023-12-14 14:25:00,42532.11,42685.95,42513.08,42610.03,113.58739998
2023-12-14 14:30:00,42609.85,42765.44,42600.24,42738.73,115.84956661
2023-12-14 14:35:00,42738.7,42738.7,42511.75,42540.62,104.39741367
2023-12-14 14:40:00,42540.63,42592.34,42486.83,42521.44,88.5611356
2023-12-14 14:45:00,42522.6,42590.89,42488.3,42506.68,86.67622688
2023-12-14 14:50:00,42506.51,42637.88,42482.46,42607.0,87.09433805
2023-12-14 14:55:00,42606.73,42662.29,42585.72,42656.55,78.08759669
2023-12-14 15:00:00,42656.54,42702.24,42633.2,42633.2,65.1627861
2023-12-14 15:05:00,42633.31,42687.86,42613.04,42636.42,60.57669214
2023-12-14 15:10:00,42635.86,42658.59,42558.98,42563.65,72.39705094
2023-12-14 15:15:00,42563.12,42565.33,42440.11,42478.53,122.71906349
2023-12-14 15:20:00,42474.26,42492.01,42369.11,42384.67,96.02564144
2023-12-14 15:25:00,42382.17,42457.28,42228.84,42329.37,143.56214284
2023-12-14 15:30:00,42331.53,42432.47,42310.22,42352.49,69.39142683
2023-12-14 15:35:00,42360.43,42398.12,42286.24,42299.76,57.28714288
2023-12-14 15:40:00,42300.16,42399.73,42268.38,42397.84,61.16153109
2023-12-14 15:45:00,42397.85,42456.17,42340.95,42437.19,69.81638877
2023-12-14 15:50:00,42432.35,42453.46,42382.87,42441.36,64.62104653
2023-12-14 15:55:00,42441.17,42473.1,42419.91,42463.97,92.0814261
2023-12-14 16:00:00,42463.97,42526.33,42457.22,42517.66,189.53659739
2023-12-14 16:05:00,42517.66,42590.15,42501.1,42589.92,69.08369034
2023-12-14 16:10:00,42586.88,42702.25,42565.27,42578.33,98.0031708
2023-12-14 16:15:00,42580.03,42602.91,42496.58,42524.16,78.33001656
2023-12-14 16:20:00,42529.07,42670.73,42469.85,42532.84,68.72335927
2023-12-14 16:25:00,42530.63,42592.88,42506.21,42529.44,59.09251086
2023-12-14 16:30:00,42529.44,42592.55,42500.0,42550.76,80.88117095
2023-12-14 16:35:00,42550.75,42689.05,42548.63,42677.93,67.0747768
2023-12-14 16:40:00,42677.92,42684.22,42584.12,42615.41,76.39718258
2023-12-14 16:45:00,42617.78,42655.1,42596.56,42613.85,56.5705083
2023-12-14 16:50:00,42610.33,42641.53,42595.84,42625.26,31.81677741
2023-12-14 16:55:00,42625.26,42640.85,42600.42,42615.35,71.06851811
2023-12-14 17:00:00,42615.36,42693.96,42579.25,42684.77,70.61688821
2023-12-14 17:05:00,42684.78,42745.72,42649.3,42727.61,48.35414991
2023-12-14 17:10:00,42727.6,42796.81,42675.55,42778.11,59.92083631
2023-12-14 17:15:00,42773.6,42797.08,42705.01,42758.28,25.90866508
2023-12-14 17:20:00,42758.17,42787.84,42678.27,42716.21,36.67359056
2023-12-14 17:25:00,42720.95,42916.23,42716.19,42876.87,76.69125308
2023-12-14 17:30:00,42874.31,43183.3,42849.75,43158.3,317.97665155
2023-12-14 17:35:00,43156.2,43263.99,43020.52,43257.61,112.85611181
2023-12-14 17:40:00,43258.09,43293.36,43178.12,43290.11,134.59359089
2023-12-14 17:45:00,43290.83,43442.15,43155.39,43312.48,291.10978764
2023-12-14 17:50:00,43312.48,43387.6,43252.22,43361.76,126.80529718
